"Classe";"Texto"
"Contras";"Vários, acho que nao vai caber todos aqui, tenho o carro a 5 anos, comprei com 14 mil km, hj tem 65milkm, rodo pouco e sou muito cuidadoso, mesmo assim ja troquei 2 vezes coxins de suspensão, 2 discos de freio empenaram, 2 bicos injetores apresentaram vazão muito menor a especificada, peças desse motor power são extremamente caras, como jogo de cabos de vela, bicos injetores, correia dentada então gastei 1000 com mão de obra pra trocar, conhecidos que tem o mesmo carro gastaram até mais. A suspensão do gol nao aguenta nada, ao contrario doque diz a propaganda da vw, ja foram 4 coxins, 2 pivos, rolamento traseiro roncando, molas traseiras trocadas, 2 terminais da barra de direção, ja troquei tanta coisa nesse carro que que nem lembro mais, isso só mencionando a mecanica, ainda nao entramos nas peças de acabamento interno sem mencionar ainda o consumo desse motor nao ser grande coisa pelo manco que é e o seguro absurdo do gol."
"Contras";"Acabamento interno é precário - painel quebra todo e as maçanetas das portas não duram 2 meses. O motor é terrí­vel e a suspensão é muito dura."
"Contras";"Manutenção deste carro necessita cuidados especiais, como se fosse um filho. Verificar periodicamente óleo, filtros, água. Seguro caríssimo e alto índice de furto. Dificuldade na hora de vender por ser 16V"
"Contras";"acabamento interno na cor clara suja muito as maçanetas de plastico muito fraco painel bate muito."
"Contras";"barulho interno peças de plástico de má qualidade"
"Contras";"exist"
"Contras";"nao vem com muitos opcionais a versao ki eu tenho e basica e tem barulho nas portas trazeiras."
"Contras";"Muuuuuuito barulho interno, bate muito no painel, porta mala pequeno."
"Contras";"Os plasticos do painel e forro das portas que fazem rangidos, mas ja resolvi o problema c/ feltro"
"Contras";"Ruídos nas portas, mas pode ser resolvido com preechimento com espuma, isolamento de fios e lubrificação dos trincos das portas. Atrito entre plásticos no painel que causa ruídos."
"Contras";"Plásticos do painel e material do volante vagabundos e nível de ruídos alto, a VW poderia ter caprichado mais nesse ponto as lâmpadas internas do painel queimaram e p auto elétrico se recusou a substituir pois geralmente, no GIII o painel se esfacela ao desmontar. Os faróis com máscara negra são bonitos, mas enchem de água já troquei por um par original e mesmo assim, embaçam."
"Contras";"sem direção hidraulica"
"Contras";"A luz interna da cabine é muito fraca, mas nada como uma troca por lâmpada mais forte."
"Contras";"a unica coisa é as portas que estao frouxas no meu mas como comprei semi novo nao sei o motivo de estarem assim"
"Contras";"Os plásticos da porta poderiam ser de melhor qualidade, e quando se liga o ar.cond. o motor quase não apagase."
"Contras";"preço do seguro!!!"
"Contras";"Qualidade dos Materiais, Fechaduras"
"Contras";"Quem procura potencia, esquece. Ele é muito economico sim. Mas em compensação o motor 1.0 deixa a desejar. As maçanetas internas quebram com facilidade. Deveriam já vir de fabrica com maçanetas de aço. No meu carro eu tive que trocar umas 3 vezes."
"Contras";"no meu caso, o consumo urbano e os barulhos internos das portas e painel"
"Contras";"Acabamento fragil, não é muito confortável para quem viaja atras, e eu acho que o ar não gela muito, ou seja poderia gelar mais. Falo isso porque andei num palio e o ar gelava muito, palio 2001.Batente da suspensõa tive que trocar 2 vezes."
"Contras";"Bancos muito fracos, o banco do motorista tem um ferro por dentro que corta a espuma, se nao mandar arrumar logo, fica sem banco...O painel é do geração dois, os plasticos são resistentes, mais tem um ruido muito forte, entra poeira, ou seja, não é ideal para usar em estrada de chão."
"Contras";"acabamento interno"
"Contras";"Baixa resistência dos plásticos da parte frontal do painel, seguro mais caro da categoria, desvalorização do motor 16v por conta de opiniões infundadas de desentendidos ou proprietários relaxados em relação ao cuidado do carro. A maioria das pessoas que falam mal do motor 16v nunca nem sequer andou em um, muito menos teve um para fazer uma análise tecnicamente fiel."
"Contras";"O PAINEL É OS ACESSÓRIOS QUE SAO DE UM PLASTICO BEM ORDINÁRIO, AS PORTAS QUE RINGEM UM POUCO, MAS É SÓ ISSO...NADA COMPARADO A ALEGRIA DE TER UM CARRO DESSES NA GARAGEM!!!"
"Contras";"suspensao dele nao é muito boa para quem gosta de rebaixar e por roda grande nao é um bom carro recomendo rebaixamento preparado mesmo, si voce for relaxado nem tente comprar carro para pessoas que te tempo de ligar pela manha e deixar aquecer, olhar o oleo todo dia, e agua"
"Contras";"muito seco parte de suspensao e muito ruidos"
"Contras";"Fragilidade do painel , jah quebrou um monte de vezes , corpo de borboleta !"
"Contras";"Fragilidade nas partes plasticas do painel, nas fechaduras e maçanetas internas das portas."
"Contras";"O acabamento é um pouco barulhento, mas supera de longe os concorrentes em conforto. Outro prblema muito comum é o ressecamento dos batentes de porta, fazendo um barulho chato quando se abre."
"Contras";"sua velocidade final, e também é um pouco lento pra sair."
"Contras";"MUITO BARULHO INTERNO, ACABAMENTO INTERNO NÃO É DOS MELHORES."
"Contras";"O maior ponto negativo é o barulho interno, os forros das portas fazem um grande barulho."
"Contras";"Com o tempo, percebi uma ventania dentro do carro, que o ar condicionado soprava vuuuuu, vuuuuu, tinha que desligar o ar pra subir ladeiras, a luz interna não acendia ao abrir as portas na concessionária me informaram que isso é acessório, se batia todo mesmo quando não tinha buracos barulheira danada!"
"Contras";"Acabamento interno e instrumentos são uma merda! E o seguro tambem é salgado!"
"Contras";"Acabamento HORRIVEL, barulho também tem muitos, o farol ilumina pouco, além daquele plástico dele ficar com o tempo fosco,ressecado. O básico é báscio mesmo nem temporizador do pára-brisa tem, conforto não é muito bom, e se vc passa em uma pedrinha, vc sente."
"Contras";"As partes de plástico do painel quebram fácil. Fama ruim por ser 16V."
"Contras";"Maçaneta interna. Deve-se trocar as de plástico, que quebram com facilidade. Ruido interno razoável. Portas com acabamento inferior. Porta luvas poderia ser maior."
"Contras";"Má qualidade dos plásticos que causam barulhos e estalos nas portas, acabamento de quinta e painel pobrezim que não conta nem mesmo c/ marcadaor de temperatura."
"Contras";"fraco em baixas rotações, e baixa durabilidade da polia do comando variável de admissão, a famosa VVT....."
"Contras";"Painel do Gol desmancha facil, já tive que comprar peças novas, não tem indicador de temperatura, apenas uma luz que não serve pra nada, não tem conta giros tb, as portas fazem muitos ruidos, devido ao mal acabamento das peças plásticas."
"Contras";"Ruídos nas portas e travas elétricas que não foram instaladas na fábrica"
"Contras";"Distância entre eixos curta comprometendo espaço para passageiros atrás. Vedação: pode fechar tudo que entra ar pelo painel mesmo! Ruído interno elevado. Falta marcador de temperatura, e um conta giros não seria mal."
"Contras";"Muito plástico no interior, e esses plásticos são de baixa qualidade, gerando alguns ruídos."
"Contras";"Falta de torque (é 1.0 né) e consumo"
"Contras";"realmente, algumas peças do painel se ressecam com o tempo e quebram muito fácil e o motor 16V exige mais cuidado com a manutenção preventiva e atenção aos prazos para troca do óleo."
"Contras";"Velocidade final ruim. Consumo alto em velocidade elevada. Suspensão da faz mt barulho. Muitos barulhos internos. Peças do painel quebram muito fácil. Muitos problemas no sistema de velas, cabos, rotor de ignição e distribuidor. Direção muito dura."
"Contras";"Quebra fácil tudo parece feito de lego nunca mais pego um gol ou outro qualquer popular da VOLKS"
"Contras";"PÉSSIMO ACABAMENTO, GARANTIA DE FÁBRICA NÃO COBRE QUASE NADA, FALTA DE RESPEITO DA MONTADORA VW PARA COM OS CLIENTES."
"Contras";"3° marcha tem que ser bem certinha pra não arranhar, vaza muito barulho do motor para a cabine, seguro muito caro."
"Contras";"Seguro caro, motor flex que acumula residuos com facilidade."
"Contras";"Com pouco mais de 5 mil km, o carro parece que vai desmontar quando anda, de tantos ruidos internos. As vezes, de tao barulhento, mal da pra ouvir musica."
"Contras";"muito barulho do motor apos os 100 km por hora"
"Contras";"excesso de ruídos internos, pneus dianteiros com excesso de desgaste na parte interna, partida a frio em dias frios demora um pouco."
"Contras";"Beberrão...8 km/l no A e 10 Km/l G...Muito barulho interno!Cambio de marcha curto!Muito plastico!luz interna de teto igual ao do fusquinha 67..."
"Contras";"Painel simples, acabamento e muito ruido interno."
"Contras";"muito plastico no acabamento o que gera muito barulho nos encaixes. as portas fazem muitissimo barulho interno."
"Contras";"FALTA LUZ NO PARTA MALAS E NO CAPÔ"
"Contras";"Portas malas sem uma luz ."
"Contras";"Visibilidade dianteira, acabamento pobre. 5° marcha curta a 120km/h 4200 RPM. Para economia de combustivél não se deve passar de 100km/h."
"Contras";"barulh"
"Contras";"o barulho interno principalmente do bagageiro, porta mala minusculo batente de coluna do amortecedor e muito fraco se vc for andar muito em estrada de terra fuja dele"
"Contras";"O carro apresenta barulhos internos que incomodam bastante. O acabamento de plástico é um fator causador dos ruídos! o motor vibra um pouco e os bancos poderiam ser um pouco mais confortáveis!"
"Contras";"a suspensao e muito fraca deveria levar buchas mas resistentes os concorrentes nao economizarao neste aspecto, as portas sao barulhentas borrachas da porta sem pressao, portaluvas tmb fazem muinto barulho"
"Contras";"Calotas tem folga dai fazem barulho, tuchos do cabeçote as vezes fazem barulho, suspenção dianteira sem barra estabilizadora."
"Contras";"ACABAMENTO,RUIDOS INTERNO,VOLANTE TORTO."
"Contras";"Barulho interno é horrivelmente horrivel bate tudo o meu carro com 3 mil km ja começou a bater e na revisao nao deram jeito, e o motor tem tripidaçao e pro meu gosto tem muito plastico, muito seco pra andar, quer ver se voce for reibaixar mesmo que trabalhe toda a supensao bate tudo. E o Seguro total tambem é caro."
"Contras";"falta pintura,nos parachoque,inteiro,não sei porque pintaram apenas uma parte!"
"Contras";"Acabamento péssimo, consumo elevado tenho anotado todos os abastecimentos do meu carro que esta com 57000km e no alcool estrada ele nunca fez mais de 10,5km/l,andando a 100m/h e ar desligado, cidade é 6 km/l, na gasolina chega a 14,5km/l painel ridiculo, revisão da VW é cara."
"Contras";"barulh"
"Contras";"ruidos internos e bancos desconfortaveis!"
"Contras";"Poucos opcionais."
"Contras";"Retomada lenta, fraco, ar condicionado"
"Contras";"No inicío 0 à 10000km o carro tinha um consumo elevado como todos carro ao amaciar o motor, agora o consumo está em média de 12 e 14km na estrada alcool. compete com com seus concorrentes ´palio merecia um banco mais confortável."
"Contras";"consumo de combustível, ruído do motor"
"Contras";"lerd"
"Contras";"estabilidade fraca, motor barulhento"
"Contras";"Espaço interno, ruídos internos, atendimento e manutenção em concessionária."
"Contras";"Seguro altíssimo - R 3.000,00 - Carro caro demais para pouco conforto e poucos instrumentos - Consome quase 50 por cento a mais do que meu Celta que saudade da Chevrolet!!!"
"Contras";"caixa cambio quebra na entrega veiculo.,barulho interno absurdo parece carro velho bate tudo concessionaria mexe e piora bebe muito 6km/l .só pra constar o meu gol velho 1.6 com ar condicionado fazia 11 km litro alcool"
"Contras";"O porta malas, poderia ser um pouco maior"
"Contras";"como é um carro popular nao tem aquele estilo e tal mais atende minhas exigencias"
"Contras";"luz interna do fusca, posição de dirigir cansativa, banco duro, lataria fragil, filtro anti-chama exige limpeza ou troca constante"
"Contras";"Alto consumo na cidade, acabamento ruim"
"Contras";"CHEIO DE PROBLEMAS"
"Contras";"O BARULHO DO ESCAPAMENTO E MOTOR DESSE CARRO É HORRIVEL, AO SAIR DA CONCESSIONÁRIA EU NÃO ACREDITEI QUE ESTAVA COMPRANDO UM CARRO ZERO COM UM BARULHO INSUPORTÁVEL COMO O DELE."
"Contras";"Até o momento, nada contra, até porque trata-se de um carro 1.0"
"Contras";"CONSUMO ALTÍSSIMO, PROBLEMAS NO ALTERNADOR CAIXA DE DIREÇÃO, AR-CONDICIONADO SE ACABAMENTO, E AQUELA LUZ DO TETO É BRINCADEIRA"
"Contras";"2006 - Muito barulho nas portas, no porta malas, painel, porta luva parece que vai cair a qualquer momento. 2008 - Carro tem exatos 1.698 km e já bate tudo, voltou para autorizada 3 vezes e não deram jeito. A porta do motorista parece que está solta, além disso, mesmo com o ar ligado, o ruído externo continua alto dentro do carro.Já penso em vender os 2..errei 02 vezes"
"Contras";"Apos levar varias vezes para concessionária VOLKS, e não tive retorno, aberto chamado para acompanhamento da fabrica Volks, também não tive retorno e soluções do meu problema.Resumindo:Tenho um Gol G-IV, que vale menos que uma corroça."
"Contras";"tod"
"Contras";"Meu carro deu problema na injeção eletrônica com apenas 8.000 km rodados e seis meses de uso. Segundo a concessionária a fábrica não autorizou trocá-la e teve de ser recuperada.O material utilizado no acabamento interno faz muito barulho, parece que vai soltar e cair.A tampa do porta mala bate tanto que parece que está aberta, na concessionária tentaram ajustá-la várias vezes mas não conceguiram.O motor é muito fraco e deixa o motorista na mão constantemente.Apesar de dirigir com muito cuidado a embreagem acabou com apenas 33.000 km rodados.E essa história de que a manutenção é barata é mentira por que as peças são baratas mas dá manutenção toda hora. Acaba ficando caro.Equipamentos disponíveis são insuficientes para mínimo de segurança."
"Contras";"O maior ponto negativo no G4 é o acabamento, minha maior critica é quanto a luz de teto, que coisa mais sem vergonha, HORRIVEL, no 16 V bola que eu tinha esse equipamento era imponente mais eficaz e bonito, tem outros detalhes no G4 que vc nitidamente percebe que foram feitos para reduzir custos mesmo. Oras, que a Volks então oferece-se antes de tirarmos da fabrica outras opções como por exemplo luz de teto, bateria maior, frisos, acabamento interno, no meu carro novo já recolhi em 13 dias 4 parafusos dos tampos de porta...fala serio. Detalhes pequenos, baratos, não deu pra entender qual a razão da Volks ter suprimido o glamour de peças como uma simples luz de teto, bem como, luz no porta luva...e olha a regulagem das portas traseiras é cruel...meu irmão tem um g4 tá dando trabalho. É um bom carro entretanto o pecado foi nos detalhes. Por exemplo botoes do ar condicionado, ventilador, a coisa podia ser digital não? E regulagem de temperatura para o ar...sei lá senti falta de capricho."
"Contras";"Muito barulho interno, falta do filtro do AC, cansativo em viagens longas, porta luvas pequeno assim como o porta malas, bancos duros, idem suspensão, lataria fraca, amassa a tôa e enferruja fácil, câmbio impreciso, pouca visibilidade externa com grandes pontos cegos."
"Contras";"o carro não é tão confortável de dirigir! faltam alguns itens essenciais para o conforto!"
"Contras";"A sonda que fica no tanque não da a mistura exata Gasolina ou Alcool, sem contar que o carro zerinho o injeta gasolina."
